timestamp,number_of_swaps,is_holiday,is_weekend,season
1/12/2015 13:00,631,0,0,3
1/12/2015 14:00,520,0,0,3
1/12/2015 15:00,374,0,0,3
1/12/2015 16:00,669,0,0,3
1/12/2015 17:00,1510,0,0,3
1/12/2015 18:00,1186,0,0,3
1/12/2015 19:00,1136,0,0,3
1/12/2015 20:00,753,0,0,3
1/12/2015 21:00,510,0,0,3
1/12/2015 22:00,184,0,0,3
1/12/2015 23:00,86,0,0,3
1/13/2015 0:00,64,0,0,3
1/13/2015 1:00,29,0,0,3
1/13/2015 2:00,21,0,0,3
1/13/2015 3:00,13,0,0,3
1/13/2015 4:00,33,0,0,3
1/13/2015 5:00,113,0,0,3
1/13/2015 6:00,600,0,0,3
1/13/2015 7:00,1584,0,0,3
1/13/2015 8:00,3960,0,0,3
1/13/2015 9:00,2090,0,0,3
1/13/2015 10:00,960,0,0,3
1/13/2015 11:00,866,0,0,3
1/13/2015 12:00,1019,0,0,3
1/13/2015 13:00,719,0,0,3
1/13/2015 14:00,811,0,0,3
1/13/2015 15:00,883,0,0,3
1/13/2015 16:00,1391,0,0,3
1/13/2015 17:00,2886,0,0,3
1/13/2015 18:00,2659,0,0,3
1/13/2015 19:00,1548,0,0,3
1/13/2015 20:00,947,0,0,3
1/13/2015 21:00,660,0,0,3
1/13/2015 22:00,501,0,0,3
1/13/2015 23:00,340,0,0,3
1/14/2015 0:00,168,0,0,3
1/14/2015 1:00,79,0,0,3
1/14/2015 2:00,60,0,0,3
1/14/2015 3:00,54,0,0,3
1/14/2015 4:00,44,0,0,3
1/14/2015 5:00,93,0,0,3
1/14/2015 6:00,560,0,0,3
1/14/2015 7:00,1820,0,0,3
1/14/2015 8:00,3904,0,0,3
1/14/2015 9:00,2064,0,0,3
1/14/2015 10:00,841,0,0,3
1/14/2015 11:00,732,0,0,3
1/14/2015 12:00,1013,0,0,3
1/14/2015 13:00,1066,0,0,3
1/14/2015 14:00,913,0,0,3
1/14/2015 15:00,969,0,0,3
1/14/2015 16:00,1365,0,0,3
1/14/2015 17:00,2638,0,0,3
1/14/2015 18:00,1974,0,0,3
1/14/2015 19:00,1254,0,0,3
1/14/2015 20:00,885,0,0,3
1/14/2015 21:00,537,0,0,3
1/14/2015 22:00,344,0,0,3
1/14/2015 23:00,188,0,0,3
1/15/2015 0:00,91,0,0,3
1/15/2015 1:00,66,0,0,3
1/15/2015 2:00,25,0,0,3
1/15/2015 3:00,23,0,0,3
1/15/2015 4:00,23,0,0,3
1/15/2015 5:00,62,0,0,3
1/15/2015 6:00,481,0,0,3
1/15/2015 7:00,1692,0,0,3
1/15/2015 8:00,3673,0,0,3
1/15/2015 9:00,1941,0,0,3
1/15/2015 10:00,844,0,0,3
1/15/2015 11:00,729,0,0,3
1/15/2015 12:00,835,0,0,3
1/15/2015 13:00,1005,0,0,3
1/15/2015 14:00,828,0,0,3
1/15/2015 15:00,912,0,0,3
1/15/2015 16:00,1249,0,0,3
1/15/2015 17:00,2524,0,0,3
1/15/2015 18:00,2480,0,0,3
1/15/2015 19:00,1353,0,0,3
1/15/2015 20:00,810,0,0,3
1/15/2015 21:00,591,0,0,3
1/15/2015 22:00,430,0,0,3
1/15/2015 23:00,301,0,0,3
1/16/2015 0:00,208,0,0,3
1/16/2015 1:00,117,0,0,3
1/16/2015 2:00,71,0,0,3
1/16/2015 3:00,59,0,0,3
1/16/2015 4:00,46,0,0,3
1/16/2015 5:00,88,0,0,3
1/16/2015 6:00,471,0,0,3
1/16/2015 7:00,1648,0,0,3
1/16/2015 8:00,3546,0,0,3
1/16/2015 9:00,1980,0,0,3
1/16/2015 10:00,878,0,0,3
1/16/2015 11:00,795,0,0,3
1/16/2015 12:00,994,0,0,3
1/16/2015 13:00,1122,0,0,3
1/16/2015 14:00,941,0,0,3
1/16/2015 15:00,1104,0,0,3
1/16/2015 16:00,1149,0,0,3
1/16/2015 17:00,2348,0,0,3
1/16/2015 18:00,2002,0,0,3
1/16/2015 19:00,1183,0,0,3
1/16/2015 20:00,693,0,0,3
1/16/2015 21:00,473,0,0,3
1/16/2015 22:00,386,0,0,3
1/16/2015 23:00,361,0,0,3
1/17/2015 0:00,328,0,1,3
1/17/2015 1:00,220,0,1,3
1/17/2015 2:00,199,0,1,3
1/17/2015 3:00,144,0,1,3
1/17/2015 4:00,76,0,1,3
1/17/2015 5:00,68,0,1,3
1/17/2015 6:00,70,0,1,3
1/17/2015 7:00,154,0,1,3
1/17/2015 8:00,350,0,1,3
1/17/2015 9:00,682,0,1,3
1/17/2015 10:00,784,0,1,3
1/17/2015 11:00,998,0,1,3
1/17/2015 12:00,1360,0,1,3
1/17/2015 13:00,1421,0,1,3
1/17/2015 14:00,1531,0,1,3
1/17/2015 15:00,1527,0,1,3
1/17/2015 16:00,1257,0,1,3
1/17/2015 17:00,997,0,1,3
1/17/2015 18:00,765,0,1,3
1/17/2015 19:00,719,0,1,3
1/17/2015 20:00,525,0,1,3
1/17/2015 21:00,415,0,1,3
1/17/2015 22:00,328,0,1,3
1/17/2015 23:00,350,0,1,3
1/18/2015 0:00,383,0,1,3
1/18/2015 1:00,268,0,1,3
1/18/2015 2:00,268,0,1,3
1/18/2015 3:00,140,0,1,3
1/18/2015 4:00,73,0,1,3
1/18/2015 5:00,53,0,1,3
1/18/2015 6:00,54,0,1,3
1/18/2015 7:00,97,0,1,3
1/18/2015 8:00,210,0,1,3
1/18/2015 9:00,406,0,1,3
1/18/2015 10:00,693,0,1,3
1/18/2015 11:00,906,0,1,3
1/18/2015 12:00,1244,0,1,3
1/18/2015 13:00,1401,0,1,3
1/18/2015 14:00,1313,0,1,3
1/18/2015 15:00,1450,0,1,3
1/18/2015 16:00,1111,0,1,3
1/18/2015 17:00,844,0,1,3
1/18/2015 18:00,694,0,1,3
1/18/2015 19:00,510,0,1,3
1/18/2015 20:00,370,0,1,3
1/18/2015 21:00,265,0,1,3
1/18/2015 22:00,249,0,1,3
1/18/2015 23:00,197,0,1,3
1/19/2015 0:00,128,0,0,3
1/19/2015 1:00,57,0,0,3
1/19/2015 2:00,30,0,0,3
1/19/2015 3:00,32,0,0,3
1/19/2015 4:00,36,0,0,3
1/19/2015 5:00,88,0,0,3
1/19/2015 6:00,472,0,0,3
1/19/2015 7:00,1695,0,0,3
1/19/2015 8:00,3554,0,0,3
1/19/2015 9:00,1828,0,0,3
1/19/2015 10:00,794,0,0,3
1/19/2015 11:00,688,0,0,3
1/19/2015 12:00,923,0,0,3
1/19/2015 13:00,913,0,0,3
1/19/2015 14:00,815,0,0,3
1/19/2015 15:00,908,0,0,3
1/19/2015 16:00,1257,0,0,3
1/19/2015 17:00,2774,0,0,3
1/19/2015 18:00,2543,0,0,3
1/19/2015 19:00,1442,0,0,3
1/19/2015 20:00,893,0,0,3
1/19/2015 21:00,561,0,0,3
1/19/2015 22:00,356,0,0,3
1/19/2015 23:00,247,0,0,3
1/20/2015 0:00,85,0,0,3
1/20/2015 1:00,49,0,0,3
1/20/2015 2:00,40,0,0,3
1/20/2015 3:00,18,0,0,3
1/20/2015 4:00,32,0,0,3
1/20/2015 5:00,80,0,0,3
1/20/2015 6:00,520,0,0,3
1/20/2015 7:00,1791,0,0,3
1/20/2015 8:00,3700,0,0,3
1/20/2015 9:00,1818,0,0,3
1/20/2015 10:00,806,0,0,3
1/20/2015 11:00,636,0,0,3
1/20/2015 12:00,894,0,0,3
1/20/2015 13:00,966,0,0,3
1/20/2015 14:00,806,0,0,3
1/20/2015 15:00,897,0,0,3
1/20/2015 16:00,1287,0,0,3
1/20/2015 17:00,2683,0,0,3
1/20/2015 18:00,2624,0,0,3
1/20/2015 19:00,1448,0,0,3
1/20/2015 20:00,758,0,0,3
1/20/2015 21:00,603,0,0,3
1/20/2015 22:00,447,0,0,3
1/20/2015 23:00,259,0,0,3
1/21/2015 0:00,151,0,0,3
1/21/2015 1:00,70,0,0,3
1/21/2015 2:00,56,0,0,3
1/21/2015 3:00,24,0,0,3
1/21/2015 4:00,41,0,0,3
1/21/2015 5:00,81,0,0,3
1/21/2015 6:00,522,0,0,3
1/21/2015 7:00,1656,0,0,3
1/21/2015 8:00,3655,0,0,3
1/21/2015 9:00,1976,0,0,3
1/21/2015 10:00,821,0,0,3
1/21/2015 11:00,666,0,0,3
1/21/2015 12:00,805,0,0,3
1/21/2015 13:00,821,0,0,3
1/21/2015 14:00,701,0,0,3
1/21/2015 15:00,759,0,0,3
1/21/2015 16:00,1217,0,0,3
1/21/2015 17:00,2503,0,0,3
1/21/2015 18:00,2511,0,0,3
1/21/2015 19:00,1359,0,0,3
1/21/2015 20:00,890,0,0,3
1/21/2015 21:00,666,0,0,3
1/21/2015 22:00,480,0,0,3
1/21/2015 23:00,351,0,0,3
1/22/2015 0:00,138,0,0,3
1/22/2015 1:00,81,0,0,3
1/22/2015 2:00,54,0,0,3
1/22/2015 3:00,37,0,0,3
1/22/2015 4:00,39,0,0,3
1/22/2015 5:00,89,0,0,3
1/22/2015 6:00,512,0,0,3
1/22/2015 7:00,1677,0,0,3
1/22/2015 8:00,3828,0,0,3
1/22/2015 9:00,1911,0,0,3
1/22/2015 10:00,789,0,0,3
1/22/2015 11:00,713,0,0,3
1/22/2015 12:00,914,0,0,3
1/22/2015 13:00,935,0,0,3
1/22/2015 14:00,867,0,0,3
1/22/2015 15:00,885,0,0,3
1/22/2015 16:00,1328,0,0,3
1/22/2015 17:00,2457,0,0,3
1/22/2015 18:00,2422,0,0,3
1/22/2015 19:00,1350,0,0,3
1/22/2015 20:00,850,0,0,3
1/22/2015 21:00,640,0,0,3
1/22/2015 22:00,438,0,0,3
1/22/2015 23:00,324,0,0,3
1/23/2015 0:00,171,0,0,3
1/23/2015 1:00,96,0,0,3
1/23/2015 2:00,58,0,0,3
1/23/2015 3:00,41,0,0,3
1/23/2015 4:00,31,0,0,3
1/23/2015 5:00,80,0,0,3
1/23/2015 6:00,426,0,0,3
1/23/2015 7:00,1494,0,0,3
1/23/2015 8:00,3328,0,0,3
1/23/2015 9:00,1839,0,0,3
1/23/2015 10:00,894,0,0,3
1/23/2015 11:00,794,0,0,3
1/23/2015 12:00,1084,0,0,3
1/23/2015 13:00,1053,0,0,3
1/23/2015 14:00,1005,0,0,3
1/23/2015 15:00,1002,0,0,3
1/23/2015 16:00,1421,0,0,3
1/23/2015 17:00,2388,0,0,3
1/23/2015 18:00,1946,0,0,3
1/23/2015 19:00,1126,0,0,3
1/23/2015 20:00,687,0,0,3
1/23/2015 21:00,421,0,0,3
1/23/2015 22:00,208,0,0,3
1/23/2015 23:00,299,0,0,3
1/24/2015 0:00,186,0,1,3
1/24/2015 1:00,141,0,1,3
1/24/2015 2:00,142,0,1,3
1/24/2015 3:00,121,0,1,3
1/24/2015 4:00,70,0,1,3
1/24/2015 5:00,61,0,1,3
1/24/2015 6:00,76,0,1,3
1/24/2015 7:00,142,0,1,3
1/24/2015 8:00,318,0,1,3
1/24/2015 9:00,723,0,1,3
1/24/2015 10:00,1086,0,1,3
1/24/2015 11:00,1411,0,1,3
1/24/2015 12:00,1636,0,1,3
1/24/2015 13:00,1769,0,1,3
1/24/2015 14:00,1796,0,1,3
1/24/2015 15:00,1798,0,1,3
1/24/2015 16:00,1597,0,1,3
1/24/2015 17:00,1226,0,1,3
1/24/2015 18:00,837,0,1,3
1/24/2015 19:00,709,0,1,3
1/24/2015 20:00,526,0,1,3
1/24/2015 21:00,393,0,1,3
1/24/2015 22:00,401,0,1,3
1/24/2015 23:00,374,0,1,3
1/25/2015 0:00,347,0,1,3
1/25/2015 1:00,261,0,1,3
1/25/2015 2:00,216,0,1,3
1/25/2015 3:00,162,0,1,3
1/25/2015 4:00,107,0,1,3
1/25/2015 5:00,70,0,1,3
1/25/2015 6:00,83,0,1,3
1/25/2015 7:00,108,0,1,3
1/25/2015 8:00,226,0,1,3
1/25/2015 9:00,529,0,1,3
1/25/2015 10:00,857,0,1,3
1/25/2015 11:00,1195,0,1,3
1/25/2015 12:00,1478,0,1,3
1/25/2015 13:00,1705,0,1,3
1/25/2015 14:00,1519,0,1,3
1/25/2015 15:00,1477,0,1,3
1/25/2015 16:00,1238,0,1,3
1/25/2015 17:00,875,0,1,3
1/25/2015 18:00,810,0,1,3
1/25/2015 19:00,566,0,1,3
1/25/2015 20:00,423,0,1,3
1/25/2015 21:00,335,0,1,3
1/25/2015 22:00,297,0,1,3
1/25/2015 23:00,210,0,1,3
1/26/2015 0:00,115,0,0,3
1/26/2015 1:00,74,0,0,3
1/26/2015 2:00,34,0,0,3
1/26/2015 3:00,33,0,0,3
1/26/2015 4:00,47,0,0,3
1/26/2015 5:00,88,0,0,3
1/26/2015 6:00,472,0,0,3
1/26/2015 7:00,1619,0,0,3
1/26/2015 8:00,3589,0,0,3
1/26/2015 9:00,1844,0,0,3
1/26/2015 10:00,603,0,0,3
1/26/2015 11:00,621,0,0,3
1/26/2015 12:00,841,0,0,3
1/26/2015 13:00,884,0,0,3
1/26/2015 14:00,796,0,0,3
1/26/2015 15:00,904,0,0,3
1/26/2015 16:00,1319,0,0,3
1/26/2015 17:00,2723,0,0,3
1/26/2015 18:00,2509,0,0,3
1/26/2015 19:00,1457,0,0,3
1/26/2015 20:00,941,0,0,3
1/26/2015 21:00,550,0,0,3
1/26/2015 22:00,433,0,0,3
1/26/2015 23:00,214,0,0,3
1/27/2015 0:00,133,0,0,3
1/27/2015 1:00,69,0,0,3
1/27/2015 2:00,30,0,0,3
1/27/2015 3:00,33,0,0,3
1/27/2015 4:00,43,0,0,3
1/27/2015 5:00,88,0,0,3
1/27/2015 6:00,571,0,0,3
1/27/2015 7:00,1913,0,0,3
1/27/2015 8:00,3835,0,0,3
1/27/2015 9:00,1900,0,0,3
1/27/2015 10:00,874,0,0,3
1/27/2015 11:00,763,0,0,3
1/27/2015 12:00,999,0,0,3
1/27/2015 13:00,977,0,0,3
1/27/2015 14:00,866,0,0,3
1/27/2015 15:00,976,0,0,3
1/27/2015 16:00,1346,0,0,3
1/27/2015 17:00,2724,0,0,3
1/27/2015 18:00,2750,0,0,3
1/27/2015 19:00,1539,0,0,3
1/27/2015 20:00,1001,0,0,3
1/27/2015 21:00,642,0,0,3
1/27/2015 22:00,566,0,0,3
1/27/2015 23:00,362,0,0,3
1/28/2015 0:00,190,0,0,3
1/28/2015 1:00,78,0,0,3
1/28/2015 2:00,57,0,0,3
1/28/2015 3:00,59,0,0,3
1/28/2015 4:00,39,0,0,3
1/28/2015 5:00,99,0,0,3
1/28/2015 6:00,575,0,0,3
1/28/2015 7:00,1536,0,0,3
1/28/2015 8:00,3576,0,0,3
1/28/2015 9:00,1788,0,0,3
1/28/2015 10:00,522,0,0,3
1/28/2015 11:00,558,0,0,3
1/28/2015 12:00,624,0,0,3
1/28/2015 13:00,629,0,0,3
1/28/2015 14:00,665,0,0,3
1/28/2015 15:00,823,0,0,3
1/28/2015 16:00,1269,0,0,3
1/28/2015 17:00,2426,0,0,3
1/28/2015 18:00,2377,0,0,3
1/28/2015 19:00,1413,0,0,3
1/28/2015 20:00,854,0,0,3
1/28/2015 21:00,652,0,0,3
1/28/2015 22:00,451,0,0,3
1/28/2015 23:00,276,0,0,3
1/29/2015 0:00,122,0,0,3
1/29/2015 1:00,106,0,0,3
1/29/2015 2:00,34,0,0,3
1/29/2015 3:00,38,0,0,3
1/29/2015 4:00,33,0,0,3
1/29/2015 5:00,76,0,0,3
1/29/2015 6:00,529,0,0,3
1/29/2015 7:00,1760,0,0,3
1/29/2015 8:00,3783,0,0,3
1/29/2015 9:00,1905,0,0,3
1/29/2015 10:00,811,0,0,3
1/29/2015 11:00,700,0,0,3
1/29/2015 12:00,889,0,0,3
1/29/2015 13:00,894,0,0,3
1/29/2015 14:00,757,0,0,3
1/29/2015 15:00,580,0,0,3
1/29/2015 16:00,922,0,0,3
1/29/2015 17:00,1984,0,0,3
1/29/2015 18:00,2076,0,0,3
1/29/2015 19:00,1237,0,0,3
1/29/2015 20:00,770,0,0,3
1/29/2015 21:00,525,0,0,3
1/29/2015 22:00,430,0,0,3
1/29/2015 23:00,314,0,0,3
1/30/2015 0:00,190,0,0,3
1/30/2015 1:00,80,0,0,3
1/30/2015 2:00,79,0,0,3
1/30/2015 3:00,60,0,0,3
1/30/2015 4:00,45,0,0,3
1/30/2015 5:00,74,0,0,3
1/30/2015 6:00,426,0,0,3
1/30/2015 7:00,1388,0,0,3
1/30/2015 8:00,3090,0,0,3
1/30/2015 9:00,1667,0,0,3
1/30/2015 10:00,766,0,0,3
1/30/2015 11:00,762,0,0,3
1/30/2015 12:00,967,0,0,3
1/30/2015 13:00,923,0,0,3
1/30/2015 14:00,849,0,0,3
1/30/2015 15:00,911,0,0,3
1/30/2015 16:00,1452,0,0,3
1/30/2015 17:00,2350,0,0,3
1/30/2015 18:00,1940,0,0,3
1/30/2015 19:00,1131,0,0,3
1/30/2015 20:00,734,0,0,3
1/30/2015 21:00,506,0,0,3
1/30/2015 22:00,384,0,0,3
1/30/2015 23:00,397,0,0,3
1/31/2015 0:00,379,0,1,3
1/31/2015 1:00,281,0,1,3
1/31/2015 2:00,252,0,1,3
1/31/2015 3:00,163,0,1,3
1/31/2015 4:00,96,0,1,3
1/31/2015 5:00,80,0,1,3
1/31/2015 6:00,62,0,1,3
1/31/2015 7:00,129,0,1,3
1/31/2015 8:00,182,0,1,3
1/31/2015 9:00,468,0,1,3
1/31/2015 10:00,705,0,1,3
1/31/2015 11:00,926,0,1,3
1/31/2015 12:00,816,0,1,3
1/31/2015 13:00,409,0,1,3
1/31/2015 14:00,521,0,1,3
1/31/2015 15:00,632,0,1,3
1/31/2015 16:00,795,0,1,3
1/31/2015 17:00,840,0,1,3
1/31/2015 18:00,635,0,1,3
1/31/2015 19:00,565,0,1,3
1/31/2015 20:00,447,0,1,3
1/31/2015 21:00,305,0,1,3
1/31/2015 22:00,276,0,1,3
1/31/2015 23:00,286,0,1,3
2/1/2015 0:00,273,0,1,3
2/1/2015 1:00,246,0,1,3
2/1/2015 2:00,156,0,1,3
2/1/2015 3:00,83,0,1,3
2/1/2015 4:00,59,0,1,3
2/1/2015 5:00,43,0,1,3
2/1/2015 6:00,50,0,1,3
2/1/2015 7:00,90,0,1,3
2/1/2015 8:00,208,0,1,3
2/1/2015 9:00,411,0,1,3
2/1/2015 10:00,655,0,1,3
2/1/2015 11:00,884,0,1,3
2/1/2015 12:00,1117,0,1,3
2/1/2015 13:00,1083,0,1,3
2/1/2015 14:00,1082,0,1,3
2/1/2015 15:00,1007,0,1,3
2/1/2015 16:00,970,0,1,3
2/1/2015 17:00,724,0,1,3
2/1/2015 18:00,624,0,1,3
2/1/2015 19:00,502,0,1,3
2/1/2015 20:00,380,0,1,3
2/1/2015 21:00,256,0,1,3
2/1/2015 22:00,244,0,1,3
2/1/2015 23:00,158,0,1,3
2/2/2015 0:00,124,0,0,3
2/2/2015 1:00,64,0,0,3
2/2/2015 2:00,40,0,0,3
2/2/2015 3:00,77,0,0,3
2/2/2015 4:00,37,0,0,3
2/2/2015 5:00,72,0,0,3
2/2/2015 6:00,407,0,0,3
2/2/2015 7:00,1543,0,0,3
2/2/2015 8:00,3556,0,0,3
2/2/2015 9:00,1704,0,0,3
2/2/2015 10:00,737,0,0,3
2/2/2015 11:00,686,0,0,3
2/2/2015 12:00,765,0,0,3
2/2/2015 13:00,817,0,0,3
2/2/2015 14:00,761,0,0,3
2/2/2015 15:00,766,0,0,3
2/2/2015 16:00,1185,0,0,3
2/2/2015 17:00,2534,0,0,3
2/2/2015 18:00,2476,0,0,3
2/2/2015 19:00,1394,0,0,3
2/2/2015 20:00,842,0,0,3
2/2/2015 21:00,508,0,0,3
2/2/2015 22:00,343,0,0,3
2/2/2015 23:00,202,0,0,3
2/3/2015 0:00,94,0,0,3
2/3/2015 1:00,64,0,0,3
2/3/2015 2:00,27,0,0,3
2/3/2015 3:00,20,0,0,3
